datetime,regime,z0_m,z0_mm
2025-08-07 10:50:00,katabatic,0.00031625070020061344,0.3162507002006134
2025-08-07 10:51:00,katabatic,0.0007721937031303637,0.7721937031303637
2025-08-07 10:52:00,katabatic,0.00022548220298276048,0.22548220298276048
2025-08-07 10:53:00,katabatic,0.001275649310899713,1.2756493108997131
2025-08-07 10:55:00,katabatic,0.007799550964900684,7.799550964900685
2025-08-07 10:56:00,katabatic,5.258242989195401e-05,0.05258242989195401
2025-08-07 10:57:00,katabatic,0.012569940911882495,12.569940911882496
2025-08-07 10:58:00,katabatic,0.0002208235896973568,0.2208235896973568
2025-08-07 11:00:00,katabatic,0.0026277011280308915,2.6277011280308917
2025-08-07 11:01:00,katabatic,0.00037539590421730356,0.37539590421730357
2025-08-07 11:02:00,katabatic,0.000184439432848719,0.184439432848719
2025-08-07 11:03:00,katabatic,0.001713781391289158,1.713781391289158
2025-08-07 11:04:00,katabatic,0.0013425623686381606,1.3425623686381607
2025-08-07 11:05:00,katabatic,0.0045925058408029665,4.592505840802967
2025-08-07 11:10:00,katabatic,0.05172158088158213,51.72158088158213
2025-08-07 11:11:00,katabatic,0.0003161819334113596,0.31618193341135964
2025-08-07 11:13:00,katabatic,2.2322984753802625e-05,0.022322984753802625
2025-08-07 11:14:00,katabatic,0.0001742671813159574,0.1742671813159574
2025-08-07 11:15:00,katabatic,0.00010156177913359399,0.10156177913359399
2025-08-07 11:17:00,katabatic,0.028340657852626627,28.340657852626627
2025-08-07 11:19:00,katabatic,9.890703795940831e-06,0.009890703795940831
2025-08-07 11:22:00,katabatic,0.008286235538575252,8.286235538575252
2025-08-07 11:26:00,katabatic,6.388718607852598e-05,0.06388718607852598
2025-08-07 11:28:00,katabatic,0.009199334251010268,9.199334251010269
2025-08-07 12:11:00,katabatic,2.510332743398208e-06,0.002510332743398208
2025-08-07 12:18:00,katabatic,0.011902911318500345,11.902911318500344
2025-08-07 12:22:00,katabatic,0.003879887403993376,3.8798874039933757
2025-08-07 12:23:00,katabatic,0.014359240847422024,14.359240847422024
2025-08-07 12:24:00,katabatic,0.010393967523869794,10.393967523869794
2025-08-07 12:26:00,katabatic,0.001638190163330444,1.638190163330444
2025-08-07 12:28:00,katabatic,0.04742730321289634,47.42730321289634
2025-08-07 12:30:00,katabatic,0.0015263242971697497,1.5263242971697497
2025-08-07 12:31:00,katabatic,1.1009428627896892e-06,0.0011009428627896892
2025-08-07 12:32:00,katabatic,5.440165237103867e-05,0.05440165237103867
2025-08-07 12:33:00,katabatic,3.6841966360203035e-05,0.03684196636020304
2025-08-07 12:34:00,katabatic,1.1512918393950535e-05,0.011512918393950534
2025-08-07 12:35:00,katabatic,4.6636168260840975e-05,0.04663616826084097
2025-08-07 12:36:00,katabatic,3.579038916121052e-06,0.003579038916121052
2025-08-07 12:37:00,katabatic,3.3335757481191376e-06,0.0033335757481191375
2025-08-07 12:38:00,katabatic,2.5118770817319515e-06,0.0025118770817319515
2025-08-07 12:39:00,katabatic,1.7387185043174493e-05,0.017387185043174495
2025-08-07 12:40:00,katabatic,2.3438862917862826e-07,0.00023438862917862826
2025-08-07 12:41:00,katabatic,1.9404221790445085e-05,0.019404221790445087
2025-08-07 12:43:00,katabatic,2.963476839736105e-06,0.002963476839736105
2025-08-07 12:45:00,katabatic,6.345281946183601e-07,0.0006345281946183601
2025-08-07 12:46:00,katabatic,6.241657011916369e-05,0.06241657011916369
2025-08-07 12:47:00,katabatic,2.2289154504633628e-05,0.02228915450463363
2025-08-07 12:48:00,katabatic,1.47552129475316e-05,0.0147552129475316
2025-08-07 12:49:00,katabatic,2.0217085210704625e-05,0.020217085210704627
2025-08-07 12:50:00,katabatic,3.388952885113785e-06,0.003388952885113785
2025-08-07 12:51:00,katabatic,3.412967601143492e-05,0.03412967601143492
2025-08-07 12:52:00,katabatic,3.469008737416622e-06,0.003469008737416622
2025-08-07 12:53:00,katabatic,8.170987771346379e-06,0.008170987771346378
2025-08-07 12:54:00,katabatic,8.852389918778703e-08,8.852389918778703e-05
2025-08-07 12:55:00,katabatic,7.39750963334875e-06,0.00739750963334875
2025-08-07 12:56:00,katabatic,9.506148374107988e-05,0.09506148374107988
2025-08-07 12:57:00,katabatic,1.0613335427938287e-06,0.0010613335427938288
2025-08-07 12:58:00,katabatic,1.0898346610897471e-05,0.010898346610897471
2025-08-07 12:59:00,katabatic,1.7959876205951792e-06,0.0017959876205951792
2025-08-07 13:01:00,katabatic,6.72952656744745e-07,0.000672952656744745
2025-08-07 13:02:00,katabatic,3.0348665702743853e-05,0.030348665702743853
2025-08-07 13:03:00,katabatic,1.7101031427576552e-05,0.017101031427576553
2025-08-07 13:04:00,katabatic,1.0153675123469652e-05,0.010153675123469652
2025-08-07 13:06:00,katabatic,1.888549489707934e-05,0.01888549489707934
2025-08-07 13:07:00,katabatic,3.349664837993236e-06,0.003349664837993236
2025-08-07 13:08:00,katabatic,3.6500215462982e-06,0.0036500215462982
2025-08-07 13:10:00,katabatic,6.135261319623072e-06,0.006135261319623071
2025-08-07 13:11:00,katabatic,2.676852623332867e-06,0.002676852623332867
2025-08-07 13:14:00,katabatic,7.928841534498013e-06,0.007928841534498013
2025-08-07 13:15:00,katabatic,4.230490491973426e-06,0.004230490491973426
2025-08-07 13:16:00,katabatic,1.481586987139525e-06,0.001481586987139525
2025-08-07 13:18:00,katabatic,9.061755430009986e-06,0.009061755430009985
2025-08-07 13:19:00,katabatic,5.35067157034584e-05,0.0535067157034584
2025-08-07 13:20:00,katabatic,6.833760662377563e-05,0.06833760662377564
2025-08-07 13:21:00,katabatic,1.3780250078177696e-06,0.0013780250078177696
2025-08-07 13:22:00,katabatic,2.0668897875582646e-05,0.020668897875582647
2025-08-07 13:23:00,katabatic,3.670549272405056e-05,0.03670549272405056
2025-08-07 13:24:00,katabatic,9.272285538670638e-06,0.009272285538670638
2025-08-07 13:25:00,katabatic,3.777126013969125e-07,0.0003777126013969125
2025-08-07 13:26:00,katabatic,1.0308062863402674e-05,0.010308062863402674
2025-08-07 13:27:00,katabatic,5.356357327832388e-06,0.005356357327832388
2025-08-07 13:28:00,katabatic,3.636678022837981e-06,0.003636678022837981
2025-08-07 13:29:00,katabatic,3.506092104930372e-06,0.003506092104930372
2025-08-07 13:30:00,katabatic,7.317260659500351e-06,0.007317260659500351
2025-08-07 14:01:00,katabatic,3.6892151582634227e-05,0.036892151582634224
2025-08-07 14:02:00,katabatic,2.1288799039488703e-07,0.00021288799039488704
2025-08-07 14:05:00,katabatic,1.1018299188600975e-06,0.0011018299188600975
2025-08-07 14:08:00,katabatic,0.00016279860843212705,0.16279860843212704
2025-08-07 14:09:00,katabatic,0.00011671533245352448,0.11671533245352447
2025-08-07 14:10:00,katabatic,3.7619258561835625e-05,0.03761925856183562
2025-08-07 14:11:00,katabatic,4.741266606870877e-06,0.0047412666068708765
2025-08-07 14:12:00,katabatic,2.48351640714726e-05,0.0248351640714726
2025-08-07 14:13:00,katabatic,6.825575351714657e-06,0.006825575351714657
2025-08-07 14:14:00,katabatic,0.00012766690048621234,0.12766690048621235
2025-08-07 14:15:00,katabatic,3.8302645198692446e-07,0.00038302645198692447
2025-08-07 14:16:00,katabatic,1.9685176735921426e-07,0.00019685176735921426
2025-08-07 14:17:00,katabatic,2.6659618196820873e-06,0.0026659618196820875
2025-08-07 14:18:00,katabatic,9.298951960462264e-06,0.009298951960462265
2025-08-07 14:19:00,katabatic,3.860473003628031e-06,0.003860473003628031
2025-08-07 14:20:00,katabatic,8.315555492549654e-05,0.08315555492549655
2025-08-07 14:22:00,katabatic,9.814754649825351e-06,0.009814754649825352
2025-08-07 14:24:00,katabatic,1.0428036746105784e-05,0.010428036746105785
2025-08-07 14:26:00,katabatic,4.2511751509913e-06,0.0042511751509913005
2025-08-07 14:27:00,katabatic,3.3733262018785046e-08,3.373326201878504e-05
2025-08-07 14:29:00,katabatic,1.7253851191835643e-05,0.01725385119183564
2025-08-07 14:30:00,katabatic,1.7258103750702948e-05,0.017258103750702948
2025-08-07 14:31:00,katabatic,1.5775613949729777e-05,0.01577561394972978
2025-08-07 14:32:00,katabatic,5.004395344457728e-06,0.005004395344457728
2025-08-07 14:33:00,katabatic,2.0996180336579634e-05,0.020996180336579632
2025-08-07 14:34:00,katabatic,1.2325472711263844e-06,0.0012325472711263844
2025-08-07 14:35:00,katabatic,7.453375134807303e-05,0.07453375134807304
2025-08-07 14:36:00,katabatic,5.017462825627187e-06,0.005017462825627188
2025-08-07 14:37:00,katabatic,0.0008612494573721021,0.8612494573721021
2025-08-07 14:39:00,katabatic,2.41249604457079e-06,0.00241249604457079
2025-08-07 14:40:00,katabatic,3.166911345335841e-07,0.0003166911345335841
2025-08-07 14:43:00,katabatic,1.2132825660089578e-05,0.012132825660089578
2025-08-07 14:44:00,katabatic,0.001634994481870251,1.634994481870251
2025-08-07 14:45:00,katabatic,0.0004034667988552602,0.4034667988552602
2025-08-07 14:46:00,katabatic,0.00011894970401399634,0.11894970401399634
2025-08-07 14:47:00,katabatic,1.892146988038895e-06,0.001892146988038895
2025-08-07 14:48:00,katabatic,1.712911855309234e-06,0.001712911855309234
2025-08-07 14:49:00,katabatic,3.4564434590651913e-06,0.0034564434590651913
2025-08-07 14:50:00,katabatic,4.503437206895113e-06,0.004503437206895113
2025-08-07 14:51:00,katabatic,4.754238187592532e-05,0.04754238187592532
2025-08-07 14:52:00,katabatic,6.4997237338790095e-06,0.006499723733879009
2025-08-07 14:53:00,katabatic,4.289872353614133e-06,0.004289872353614133
2025-08-07 14:54:00,katabatic,0.00010455575625631143,0.10455575625631143
2025-08-07 14:55:00,katabatic,8.17902752550268e-05,0.0817902752550268
2025-08-07 14:56:00,katabatic,0.00011188635182698009,0.11188635182698009
2025-08-07 14:57:00,katabatic,1.731314496265332e-05,0.01731314496265332
2025-08-07 14:58:00,katabatic,6.848585407279724e-06,0.006848585407279725
2025-08-07 14:59:00,katabatic,2.767699681391579e-05,0.02767699681391579
2025-08-07 15:00:00,katabatic,4.91794682128725e-06,0.00491794682128725
2025-08-07 15:01:00,katabatic,0.0001132946639302862,0.1132946639302862
2025-08-07 15:02:00,katabatic,1.299663248021762e-05,0.012996632480217618
2025-08-07 15:03:00,katabatic,2.608281666425454e-05,0.026082816664254542
2025-08-07 15:04:00,katabatic,5.722110446097104e-05,0.05722110446097104
2025-08-07 15:05:00,katabatic,1.6538609252980012e-05,0.01653860925298001
2025-08-07 15:06:00,katabatic,0.00013883193154879227,0.13883193154879228
2025-08-07 15:07:00,katabatic,7.255128842838677e-06,0.007255128842838678
2025-08-07 15:08:00,katabatic,7.051794451258438e-07,0.0007051794451258439
2025-08-07 15:09:00,katabatic,0.00021512297685387304,0.21512297685387305
2025-08-07 15:10:00,katabatic,0.0001734642486039274,0.1734642486039274
2025-08-07 15:11:00,katabatic,0.0014858684944384602,1.4858684944384601
2025-08-07 15:12:00,katabatic,8.024767514853002e-05,0.08024767514853003
2025-08-07 15:13:00,katabatic,0.0011803207252313727,1.1803207252313728
2025-08-07 15:14:00,katabatic,0.00011430682859099567,0.11430682859099567
2025-08-07 15:15:00,katabatic,1.7234029055280037e-05,0.01723402905528004
2025-08-07 15:16:00,katabatic,2.7067863895854843e-05,0.027067863895854843
2025-08-07 15:17:00,katabatic,0.00029619894395114724,0.29619894395114726
2025-08-07 15:18:00,katabatic,0.00021097471325342608,0.21097471325342607
2025-08-07 15:19:00,katabatic,2.7244152764884976e-05,0.027244152764884975
2025-08-07 15:20:00,katabatic,1.8541238910633997e-05,0.018541238910633997
2025-08-07 15:21:00,katabatic,8.610531329164269e-06,0.008610531329164268
2025-08-07 15:22:00,katabatic,1.2019823378623117e-05,0.012019823378623116
2025-08-07 15:23:00,katabatic,4.122157535050341e-06,0.00412215753505034
2025-08-07 15:24:00,katabatic,0.00030949993127297115,0.30949993127297115
2025-08-07 15:25:00,katabatic,0.00010368245038445034,0.10368245038445034
2025-08-07 15:26:00,katabatic,0.00046530483210613095,0.46530483210613094
2025-08-07 15:27:00,katabatic,0.0004903414283972788,0.49034142839727884
2025-08-07 15:28:00,katabatic,4.6290257072156035e-05,0.04629025707215603
2025-08-07 15:30:00,katabatic,0.00010174431920036592,0.10174431920036592
2025-08-07 15:31:00,katabatic,0.00021888741370600583,0.21888741370600584
2025-08-07 15:32:00,katabatic,0.00042287864231591987,0.4228786423159199
2025-08-07 15:34:00,katabatic,7.49428607785923e-06,0.00749428607785923
2025-08-07 15:35:00,katabatic,8.050409533084466e-05,0.08050409533084465
2025-08-07 15:36:00,katabatic,6.918366640905343e-05,0.06918366640905343
2025-08-07 15:37:00,katabatic,0.0023348828723637693,2.334882872363769
2025-08-07 15:38:00,katabatic,0.001235213072223834,1.2352130722238341
2025-08-07 15:39:00,katabatic,7.389301041193892e-05,0.07389301041193892
2025-08-07 15:40:00,katabatic,3.515421067879708e-05,0.035154210678797086
2025-08-07 15:43:00,katabatic,0.00010354549485265108,0.10354549485265108
2025-08-07 15:44:00,katabatic,8.799826475741965e-05,0.08799826475741965
2025-08-07 15:45:00,katabatic,6.35780867227802e-05,0.06357808672278019
2025-08-07 15:46:00,katabatic,8.489934915090631e-06,0.008489934915090631
2025-08-07 15:47:00,katabatic,0.0005828848595499506,0.5828848595499506
2025-08-07 15:48:00,katabatic,0.0006058274646992747,0.6058274646992747
2025-08-07 15:49:00,katabatic,0.00010791164115973668,0.10791164115973667
2025-08-07 15:50:00,katabatic,0.003563747804187229,3.563747804187229
2025-08-07 15:51:00,katabatic,0.00040846519852214957,0.4084651985221496
2025-08-07 15:52:00,katabatic,2.6906911567328157e-06,0.002690691156732816
2025-08-07 15:53:00,katabatic,0.0007458059775401072,0.7458059775401072
2025-08-07 15:54:00,katabatic,0.0002964839756162994,0.2964839756162994
2025-08-07 15:55:00,katabatic,0.00012639989004517143,0.12639989004517144
2025-08-07 15:56:00,katabatic,6.444717373069534e-06,0.0064447173730695344
2025-08-07 15:57:00,katabatic,0.0005550584888118404,0.5550584888118404
2025-08-07 15:59:00,katabatic,0.0003584188492930782,0.3584188492930782
2025-08-07 16:00:00,katabatic,2.7002717455271733e-05,0.027002717455271733
2025-08-07 16:01:00,katabatic,0.002022852845244486,2.022852845244486
2025-08-07 16:02:00,katabatic,0.0023188350106992444,2.3188350106992446
2025-08-07 16:03:00,katabatic,0.0015130571269287379,1.5130571269287378
2025-08-07 16:04:00,katabatic,1.2888323435214312e-05,0.012888323435214311
2025-08-07 16:05:00,katabatic,9.095159168924865e-06,0.009095159168924866
2025-08-07 16:06:00,crosswind,0.00020995761892431415,0.20995761892431417
2025-08-07 16:08:00,katabatic,1.2463159966978463e-05,0.012463159966978462
2025-08-07 16:10:00,katabatic,4.356681084815353e-05,0.04356681084815353
2025-08-07 16:11:00,katabatic,0.00013622496403757172,0.13622496403757173
2025-08-07 16:12:00,katabatic,3.318012474136898e-05,0.03318012474136898
2025-08-07 16:13:00,katabatic,0.001980933951732815,1.9809339517328153
2025-08-07 16:14:00,katabatic,0.0008630130916402102,0.8630130916402102
2025-08-07 16:16:00,katabatic,0.0017301373705784536,1.7301373705784537
2025-08-07 16:17:00,katabatic,0.00013406274790158428,0.1340627479015843
2025-08-07 16:18:00,katabatic,8.176182714699191e-06,0.008176182714699191
2025-08-07 16:19:00,katabatic,2.3073139046431423e-05,0.023073139046431424
2025-08-07 16:21:00,katabatic,4.320174836093546e-05,0.04320174836093546
2025-08-07 16:22:00,katabatic,2.347483717469122e-05,0.02347483717469122
2025-08-07 16:23:00,katabatic,2.6969419193915984e-05,0.026969419193915985
2025-08-07 16:24:00,katabatic,8.47776757787963e-05,0.0847776757787963
2025-08-07 16:25:00,katabatic,0.0004930311785030967,0.49303117850309675
2025-08-07 16:26:00,katabatic,0.0001460091523395969,0.14600915233959688
2025-08-07 16:27:00,katabatic,4.796246418863327e-06,0.0047962464188633265
2025-08-07 16:28:00,katabatic,0.0011122492488076963,1.1122492488076963
2025-08-07 16:29:00,katabatic,8.099213211975836e-05,0.08099213211975835
2025-08-07 16:30:00,katabatic,3.2839079804379492e-06,0.003283907980437949
2025-08-07 16:31:00,katabatic,8.743200873667356e-06,0.008743200873667355
2025-08-07 16:32:00,katabatic,1.5535314855821893e-06,0.0015535314855821892
2025-08-07 16:33:00,katabatic,2.3725982316553455e-05,0.023725982316553453
2025-08-07 16:35:00,katabatic,3.6415902430498705e-05,0.036415902430498706
2025-08-07 16:36:00,katabatic,2.8294674507144728e-06,0.0028294674507144727
2025-08-07 16:39:00,katabatic,2.241478118459321e-05,0.02241478118459321
2025-08-07 16:41:00,katabatic,0.0006636778566377489,0.6636778566377489
2025-08-07 16:42:00,katabatic,4.921131776906434e-06,0.004921131776906434
2025-08-07 16:50:00,katabatic,0.0072538416899847035,7.253841689984704
2025-08-07 16:52:00,katabatic,0.00035498245205464534,0.35498245205464535
2025-08-07 17:04:00,katabatic,0.0002759815576669967,0.27598155766699667
2025-08-07 17:05:00,katabatic,1.5401647149828278e-06,0.0015401647149828278
2025-08-07 17:06:00,katabatic,0.00024017854848582082,0.24017854848582082
2025-08-07 17:07:00,katabatic,1.6532678113211583e-05,0.01653267811321158
2025-08-07 17:08:00,katabatic,1.1303980504752403e-05,0.011303980504752403
2025-08-07 17:16:00,katabatic,0.000131085126131554,0.13108512613155401
2025-08-07 17:17:00,katabatic,2.6061067934393495e-06,0.0026061067934393493
2025-08-07 17:19:00,katabatic,0.0010745092451239302,1.0745092451239302
2025-08-07 17:20:00,katabatic,0.0026689410420444896,2.6689410420444895
2025-08-07 17:21:00,katabatic,2.794196676505001e-05,0.027941966765050008
2025-08-07 17:22:00,katabatic,2.6629871631906386e-07,0.00026629871631906384
2025-08-07 17:25:00,katabatic,5.7104489907321884e-06,0.005710448990732188
2025-08-07 17:26:00,katabatic,0.0005231256044205799,0.52312560442058
2025-08-07 17:27:00,katabatic,6.235035848317951e-05,0.06235035848317951
2025-08-07 17:28:00,katabatic,1.3981926955722636e-05,0.013981926955722637
2025-08-07 17:29:00,katabatic,2.9555474399138615e-06,0.0029555474399138616
2025-08-07 17:31:00,katabatic,3.5070318062322653e-06,0.0035070318062322653
2025-08-07 17:32:00,katabatic,1.1002327623617472e-05,0.011002327623617473
2025-08-07 17:33:00,katabatic,6.571017331005649e-06,0.006571017331005648
2025-08-07 17:34:00,katabatic,1.0368889051019698e-05,0.010368889051019698
2025-08-07 17:35:00,katabatic,0.000639458542651342,0.639458542651342
2025-08-07 17:36:00,katabatic,5.8563204946651916e-05,0.05856320494665192
2025-08-07 17:37:00,katabatic,0.00021711000803028516,0.21711000803028516
2025-08-07 17:38:00,katabatic,4.389941685842119e-06,0.004389941685842119
2025-08-07 17:39:00,katabatic,5.166284620165195e-05,0.05166284620165195
2025-08-07 17:40:00,katabatic,2.4518921670765656e-05,0.024518921670765657
2025-08-07 17:41:00,katabatic,0.00011790118709893,0.11790118709893
2025-08-07 17:43:00,katabatic,3.035989491566539e-05,0.03035989491566539
2025-08-07 17:44:00,katabatic,0.00016089240348366452,0.16089240348366451
2025-08-07 17:45:00,katabatic,1.6827170945685043e-05,0.016827170945685043
2025-08-07 17:46:00,katabatic,1.6190716819342787e-05,0.01619071681934279
2025-08-07 17:48:00,katabatic,0.00045597938237505926,0.45597938237505925
2025-08-07 17:50:00,katabatic,4.21464276000478e-05,0.042146427600047796
2025-08-07 17:51:00,katabatic,5.918224984354466e-05,0.05918224984354466
2025-08-07 17:52:00,katabatic,0.00027016100405094533,0.27016100405094534
2025-08-07 17:53:00,katabatic,2.7717759833438084e-05,0.027717759833438084
2025-08-07 17:54:00,katabatic,7.429809914341174e-05,0.07429809914341175
2025-08-07 17:55:00,katabatic,3.7231463844492516e-05,0.03723146384449252
2025-08-07 17:56:00,katabatic,2.233358635213088e-06,0.0022333586352130883
2025-08-07 17:57:00,katabatic,0.00014933586799998106,0.14933586799998105
2025-08-07 17:58:00,katabatic,3.401193950726212e-07,0.0003401193950726212
2025-08-07 18:01:00,katabatic,0.0004942118404281364,0.49421184042813643
2025-08-07 18:02:00,katabatic,1.0255638347518448e-05,0.010255638347518447
2025-08-07 18:06:00,katabatic,0.00011451878861782712,0.11451878861782712
2025-08-07 18:07:00,katabatic,2.0506208886770845e-08,2.0506208886770846e-05
2025-08-07 18:12:00,katabatic,9.056510307208892e-05,0.09056510307208893
2025-08-07 18:13:00,katabatic,2.1647097244713377e-06,0.002164709724471338
2025-08-07 18:14:00,katabatic,2.770149158127293e-06,0.0027701491581272933
2025-08-07 18:16:00,katabatic,6.966397252652714e-05,0.06966397252652713
2025-08-07 18:17:00,katabatic,2.208709758708638e-05,0.02208709758708638
2025-08-07 18:25:00,katabatic,0.00011238533372458712,0.11238533372458713
2025-08-07 18:26:00,katabatic,1.6903140316501156e-05,0.016903140316501156
2025-08-07 18:27:00,katabatic,1.1237931269640727e-05,0.011237931269640728
2025-08-07 18:28:00,katabatic,2.9487324317809977e-06,0.0029487324317809976
2025-08-07 18:29:00,katabatic,0.000201109096778476,0.20110909677847602
2025-08-07 18:35:00,katabatic,5.153128389879116e-05,0.05153128389879116
2025-08-07 18:36:00,katabatic,4.395966883866498e-06,0.004395966883866498
2025-08-07 18:38:00,katabatic,2.761765679837718e-07,0.0002761765679837718
2025-08-07 18:40:00,katabatic,0.0001987109711547571,0.19871097115475708
2025-08-07 18:41:00,katabatic,1.874155511498857e-06,0.001874155511498857
2025-08-07 18:42:00,katabatic,0.0001982123776307312,0.1982123776307312
2025-08-07 18:47:00,katabatic,0.000502592437586971,0.5025924375869709
2025-08-07 18:48:00,katabatic,0.00016693214321439199,0.16693214321439198
2025-08-07 18:50:00,katabatic,5.9069086077035786e-08,5.9069086077035785e-05
2025-08-07 18:51:00,katabatic,6.704414920238452e-06,0.006704414920238452
2025-08-07 18:59:00,katabatic,0.0027841532648121203,2.78415326481212
2025-08-07 19:01:00,katabatic,9.036328303494513e-05,0.09036328303494513
2025-08-07 19:08:00,katabatic,1.581261420108919e-05,0.01581261420108919
2025-08-07 19:09:00,katabatic,1.7360430754560083e-05,0.017360430754560084
2025-08-07 19:10:00,katabatic,4.409812666687482e-05,0.04409812666687482
2025-08-07 19:11:00,katabatic,5.960333380645518e-05,0.05960333380645518
2025-08-07 19:12:00,crosswind,3.958726154197839e-05,0.03958726154197839
2025-08-07 19:14:00,katabatic,7.904677236795858e-06,0.007904677236795858
2025-08-07 19:15:00,katabatic,9.665634900628754e-07,0.0009665634900628754
2025-08-07 19:16:00,katabatic,6.0731372866625974e-05,0.06073137286662597
2025-08-07 19:17:00,katabatic,8.03608615727373e-06,0.00803608615727373
2025-08-07 19:18:00,katabatic,2.7928793783133185e-05,0.027928793783133184
2025-08-07 19:19:00,katabatic,2.7004822406853258e-05,0.027004822406853257
2025-08-07 19:20:00,katabatic,9.786879450090002e-06,0.009786879450090002
2025-08-07 19:21:00,katabatic,2.3743465043579587e-07,0.00023743465043579587
2025-08-07 19:22:00,katabatic,1.6303643568363995e-06,0.0016303643568363994
2025-08-07 19:23:00,katabatic,3.4235442178652667e-06,0.0034235442178652668
2025-08-07 19:24:00,katabatic,8.00259306347703e-06,0.00800259306347703
2025-08-07 19:25:00,katabatic,5.852227730854886e-06,0.005852227730854886
2025-08-07 19:26:00,katabatic,8.289718000793164e-06,0.008289718000793164
2025-08-07 19:30:00,katabatic,2.802586117460644e-06,0.002802586117460644
2025-08-07 19:31:00,katabatic,2.1507867290389125e-06,0.0021507867290389126
2025-08-07 19:32:00,katabatic,2.970563722729835e-07,0.00029705637227298346
2025-08-07 19:33:00,katabatic,2.8606888872499066e-08,2.8606888872499067e-05
2025-08-07 19:34:00,katabatic,1.743798079884915e-07,0.0001743798079884915
2025-08-07 19:38:00,katabatic,5.203256606303264e-06,0.005203256606303264
2025-08-07 19:39:00,katabatic,3.994098617111556e-05,0.039940986171115564
2025-08-07 19:43:00,katabatic,1.1029273175264038e-06,0.001102927317526404
2025-08-07 19:50:00,katabatic,1.2583141984928518e-06,0.0012583141984928517
2025-08-07 19:51:00,katabatic,5.0433783188723704e-06,0.005043378318872371
2025-08-07 19:52:00,katabatic,6.772527706000366e-06,0.006772527706000366
2025-08-07 19:53:00,katabatic,3.217887347861167e-05,0.03217887347861167
2025-08-07 19:54:00,katabatic,4.28425425673874e-05,0.0428425425673874
2025-08-07 19:55:00,katabatic,2.436982897839194e-05,0.02436982897839194
2025-08-07 19:56:00,katabatic,1.913070588842901e-07,0.0001913070588842901
2025-08-07 19:57:00,katabatic,2.2444868735717887e-06,0.0022444868735717887
2025-08-07 19:58:00,katabatic,3.443528406361398e-06,0.003443528406361398
2025-08-07 20:01:00,katabatic,3.3124989661097686e-06,0.0033124989661097687
2025-08-07 20:02:00,katabatic,2.114397122178908e-06,0.002114397122178908
2025-08-07 20:03:00,katabatic,3.797063914155713e-06,0.0037970639141557128
